,employer,rating_description,culture,leadership,compensation,opportunity,balance,industry,location,size,overall_rating,ceo_approval,num_votes,main industry
1145,SITA,OK,3,2.4,3.3,2.5,3.2,Enterprise Software & Network Solutions,NY,117,2.9,43,66,IT
1146,Newedge,OK,2.4,2.1,2.7,2.7,2.7,Investment Banking & Asset Management,NY,117,2.5,0,4,Finance
1147,PCM,OK,2.2,2.2,2.3,2.3,2.8,IT Services,TX,117,2.6,16,15,IT
1148,Grey Group,Satisfied,3.8,3.1,3.1,3.2,3,Advertising & Marketing,NY,117,3.6,95,56,Advertising
1149,Raley's,OK,3.6,3,3.6,3.1,3.4,Grocery Stores & Supermarkets,CA,117,3.4,57,49,Retail
1150,University of Oregon,Very Satisfied,3.9,3.7,3.4,3.5,3.9,Colleges & Universities,OR,117,4.1,82,21,Education
1151,Epitec,Satisfied,3.7,3.6,3.5,3.5,3.7,Advertising & Marketing,MI,117,3.7,78,88,Advertising
1152,Silicon Valley Bank,OK,3.3,2.5,3.9,2.9,3.1,Investment Banking & Asset Management,CA,117,2.9,65,57,Finance
1153,Los Alamos National Laboratory,Satisfied,3.3,2.9,4,3.4,4,Federal Agencies,NM,117,3.5,90,48,Government
1154,ETH Zurich,Very Satisfied,4.2,3.8,4.3,4,3.9,Colleges & Universities,IL,117,4.5,100,41,Education
1155,Weill Cornell Medical College,OK,3.1,2.8,3.4,2.9,3.4,Colleges & Universities,NY,117,3.3,79,30,Education
1156,CDC,Satisfied,3.6,3.3,3.9,3.3,4.2,Federal Agencies,GA,117,3.9,88,63,Government
1157,Owens Corning,Satisfied,3.7,3.1,3.5,3.4,3.4,Miscellaneous Manufacturing,OH,117,3.5,91,76,Manufacture
1158,Quiksilver,OK,3.9,2.7,2.5,2.6,3.9,"Department, Clothing, & Shoe Stores",CA,116,3.2,59,14,Retail
1159,Hollywood Video,Satisfied,3.6,2.6,3.1,3,3.4,Media & Entertainment Retail Stores,NY,116,3.8,16,39,Retail
1160,Hostess Brands,OK,2.1,1.8,3.1,2.4,2.7,Food & Beverage Manufacturing,IN,116,2.6,16,56,Retail
1161,Hubspot,Very Satisfied,4.6,4.2,3.9,4.4,3.8,Computer Hardware & Software,MA,116,4.4,95,95,IT
1162,Carmike Cinemas,OK,2.5,2.3,1.8,2.4,2.8,Movie Theaters,CO,116,2.5,28,44,Entertainment
1163,University of New Mexico,Satisfied,3.5,3,3.2,3,3.9,Colleges & Universities,NM,116,3.6,77,29,Education
1164,Integer Group,Satisfied,4.2,3.5,3.4,3.2,3.8,Advertising & Marketing,CO,116,3.9,94,74,Advertising
1165,Fry's Food,Dissatisfied,2.5,2.1,2.4,2.5,2.1,Grocery Stores & Supermarkets,AZ,116,2.3,29,18,Retail
1166,Aker Solutions,Satisfied,3.7,2.9,3.5,3.3,3.9,Oil & Gas Services,TX,116,3.6,88,52,Service
1167,Ohio University,Satisfied,3.8,3.1,3.3,3.2,3.9,Colleges & Universities,OH,116,3.7,22,51,Education
1168,IM Flash Technologies,Satisfied,4,3.5,4.1,3.4,3.8,Electrical & Electronic Manufacturing,UT,116,3.8,85,52,Manufacture
1169,HGST,Satisfied,3.5,3.1,3.4,3.2,3.7,IT Services,MA,116,3.5,76,26,IT
1170,Independence Blue Cross,OK,3.1,2.5,3.1,2.6,3.1,Insurance Carriers,PA,116,2.9,63,56,Finance
1171,Reebok,OK,3.4,2.6,3.2,3,3.3,Consumer Products Manufacturing,NJ,116,3.3,65,49,Manufacture
1172,NCO Financial,Dissatisfied,2.3,2.4,2.3,2.1,2.6,Investment Banking & Asset Management,MO,116,2.4,17,9,Finance
1173,Toyota Motor Engineering & Manufacturing,Satisfied,3.7,3.2,3.6,3.2,3.2,Transportation Equipment Manufacturing,KY,115,3.6,53,9,Manufacture
1174,Putnam Investments,OK,3.3,3.4,2.9,3.2,3.5,Investment Banking & Asset Management,MA,115,3.2,86,46,Finance
1175,Catholic Charities USA,OK,3.5,3.1,3,3.2,3.2,Religious Organizations,IA,115,3.4,92,22,Others
1176,Western Governors University,OK,3.3,2.7,2.8,2.6,3.6,Colleges & Universities,UT,115,3,45,69,Education
1177,Bill & Melinda Gates Foundation,OK,3,2.8,4,2.6,3.1,Grantmaking Foundations,WA,115,3.3,100,5,Others
1178,Ricoh Business Solutions,OK,2.6,2.4,2.1,2.4,2.8,Computer Hardware & Software,CO,115,2.6,46,37,IT
1179,Hanesbrands,OK,3,2.8,3.2,2.9,3.2,Consumer Products Manufacturing,NC,115,3.3,46,61,Manufacture
1180,Compass Group,OK,2.8,2.8,2.9,2.7,2.8,Catering & Food Service Contractors,TX,115,3,49,11,Service
1181,Raymour & Flanigan,OK,2.8,2.5,3,2.7,2.3,"Department, Clothing, & Shoe Stores",NY,115,2.8,65,72,Retail
1182,AMN Healthcare,OK,3.4,3,2.9,3.1,3.4,Health Care Services & Hospitals,CA,115,3.2,76,55,Health
1183,TiVo,OK,3.5,2.8,3.5,2.8,4,Consumer Products Manufacturing,CA,115,3.3,54,77,Manufacture
1184,Jefferies & Company,OK,3,3,3.1,2.9,3.1,Investment Banking & Asset Management,NY,114,3.1,76,76,Finance
1185,Cision,OK,3.1,2.8,2.8,2.7,3.9,Computer Hardware & Software,IL,114,2.9,69,30,IT
1186,Spansion,OK,2.8,2.8,3.2,2.5,3,Electrical & Electronic Manufacturing,TX,114,2.7,71,57,Manufacture
1187,Lyft,OK,3.4,2.7,2.9,2.9,3.9,Transportation Management,CA,114,3.2,62,49,Logistics
1188,Digital River,OK,2.7,2.1,3,2.7,2.7,Internet,MN,114,2.8,49,27,IT
1189,SHI International,Satisfied,3.6,3.3,3.3,3.6,3.6,Computer Hardware & Software,TX,114,3.5,89,84,IT
1190,Con Edison of New York,Satisfied,3.1,3,3.6,3.5,3.5,Utilities,NY,113,3.6,91,15,Utilities
1191,Hudson Global,OK,2.6,2.4,3.1,2.7,3,Staffing & Outsourcing,IL,113,3,18,11,Service
1192,Team Detroit,Satisfied,3.9,3.2,3.1,3.1,4.1,Advertising & Marketing,MI,113,3.9,87,40,Advertising
1193,GXS,OK,3.1,2.8,3.3,2.6,3.4,Enterprise Software & Network Solutions,MD,113,3.2,52,62,IT
1194,College Board,OK,2.8,2.1,3.7,2.5,3.5,Education Training Services,NY,113,2.7,23,43,Education
1195,University of California,Satisfied,3.6,3.2,3.3,3.2,3.6,Colleges & Universities,CA,113,3.8,78,11,Education
1196,A Place for Mom,OK,2.7,2.7,2.8,2.9,3.3,Health Care Services & Hospitals,WA,113,2.8,45,72,Health
1197,Cedars-Sinai Medical Center,Satisfied,3.5,3.1,4.1,3.4,3.6,Health Care Services & Hospitals,CA,113,3.6,86,57,Health
1198,Valero Energy,Satisfied,3.4,3,3.5,2.8,3.5,Oil & Gas Exploration & Production,TX,113,3.5,73,11,Manufacture
1199,TechTarget,OK,3.1,3,2.2,2.9,3.6,Internet,MA,113,3,59,75,IT
1200,Telenav,OK,3,2.4,3.2,2.9,3.2,"Cable, Internet & Telephone Providers",CA,112,2.9,62,72,IT
1201,Akzo Nobel Worldwide,OK,3.3,2.6,3.1,2.7,3.3,Chemical Manufacturing,TX,112,3.2,63,32,Manufacture
1202,Big Brothers Big Sisters of America,OK,3.6,3,2.7,2.5,3.5,Social Assistance,OR,112,3.4,81,6,Service
1203,Vitera Healthcare Solutions,Dissatisfied,2.6,2.3,2.6,2.6,2.9,Computer Hardware & Software,FL,112,2.4,36,82,IT
1204,SNL Financial,OK,3.6,3.1,3.2,3,3,News Outlet,VA,112,3.4,82,65,Media
1205,Dassault Systemes,OK,3.1,2.8,3.2,2.9,3.6,Computer Hardware & Software,MA,112,3.3,79,55,IT
1206,Saatchi & Saatchi,OK,3,3,3.2,3,3.4,Advertising & Marketing,NY,112,3.3,83,53,Advertising
1207,Hyland,Satisfied,4.1,3.1,2.9,3.2,4.2,Computer Hardware & Software,OH,112,3.5,89,29,IT
1208,TestAmerica,Dissatisfied,2.2,1.9,2,2.3,2.6,Accounting,TN,111,2,62,16,Accounting
1209,Avago Technologies,OK,2.4,2.3,3,2.5,2.7,Electrical & Electronic Manufacturing,CA,111,2.7,30,73,Manufacture
1210,ShoreTel,Very Satisfied,4.1,3.7,3.7,3.8,3.9,Telecommunications Manufacturing,TN,111,4.1,89,47,Manufacture
1211,SolarWinds,Satisfied,3.6,3.4,4,3.5,3.3,Enterprise Software & Network Solutions,TX,111,3.7,75,77,IT
1212,Big Heart Pet Brands,OK,3,2.9,3.7,2.8,3.5,Consumer Products Manufacturing,CA,111,3.2,71,40,Manufacture
1213,CapTel,OK,2.8,2.6,3,2.6,3.6,Health Care Products Manufacturing,WI,111,3,38,49,Health
1214,School Specialty,Dissatisfied,2.5,1.7,2.1,1.9,2.6,Consumer Products Manufacturing,WI,111,2,0,4,Manufacture
1215,Freeport-McMoRan Copper & Gold,Satisfied,3.7,3,4.1,3.3,3.4,Mining,CA,111,3.6,89,66,Resource
1216,Lockton Companies,Satisfied,3.9,3.4,3.3,3.5,3.4,Insurance Carriers,MO,111,3.8,98,69,Finance
1217,PSCU,OK,3.1,2.4,3.3,2.6,2.8,Investment Banking & Asset Management,MI,111,2.9,49,67,Finance
1218,Tektronix,OK,3.1,2.4,3.4,3,3.3,Electrical & Electronic Manufacturing,AZ,111,2.8,54,10,Manufacture
1219,Random House,Satisfied,4,2.9,3.9,3,4,Publishing,NY,111,3.7,100,51,Media
1220,National Park Service,Satisfied,3.7,2.7,3,2.7,3.9,Federal Agencies,VA,111,3.6,83,43,Government
1221,Rush University Medical Center,Satisfied,3.6,3.3,3.2,3.1,3.7,Health Care Services & Hospitals,IL,111,3.5,78,63,Health
1222,AES Corporation,Satisfied,4.2,3.7,4.2,3.4,3.6,Utilities,VA,111,4,91,70,Utilities
1223,G4S Secure Solutions North America,OK,2.7,2.4,2.5,2.6,2.7,Security Services,GA,111,2.7,66,12,Finance
1224,Federal-Mogul,OK,2.5,2.4,2.8,2.7,2.7,Transportation Equipment Manufacturing,MI,111,2.7,75,35,Manufacture
1225,Stanford Health Care,OK,3.4,3.1,3.9,3.4,3.4,Health Care Services & Hospitals,CA,111,3.4,83,37,Health
1226,Romano's Macaroni Grill,OK,3.1,2.5,2.8,2.7,3.1,Casual Restaurants,CA,111,3,43,12,Service
1227,Softtek,OK,3.5,2.8,2.8,3.4,3.7,IT Services,MO,111,3.4,70,67,IT
1228,ActionLink,OK,3.3,3.3,3.2,3,3.9,"Department, Clothing, & Shoe Stores",PA,110,3.4,73,49,Retail
1229,CitiMortgage,OK,3.2,2.7,3.8,3.3,3.7,Lending,TX,110,3.3,60,23,Finance
1230,Ethan Allen,OK,2.7,2.6,2.8,2.7,2.8,Consumer Products Manufacturing,MD,110,2.9,61,69,Manufacture
1231,Prime Communications,Satisfied,3.5,3.5,3.6,3.8,3.5,Consumer Electronics & Appliances Stores,CA,110,3.7,77,81,Retail
1232,Crispin Porter,Satisfied,4,3.2,3.4,3.7,2.3,Advertising & Marketing,CO,110,3.6,85,52,Advertising
1233,Rensselaer Polytechnic Institute,Very Satisfied,4.1,3.3,3.5,3.7,3.8,Colleges & Universities,NY,110,4.2,57,53,Education
1234,Dollar Thrifty Automotive,OK,2.7,2.4,3,2.7,2.8,Commercial Equipment Rental,ID,110,2.6,22,7,Service
1235,Lacoste,OK,2.7,2.3,3.2,2.6,3,"Department, Clothing, & Shoe Stores",TX,110,2.8,48,31,Retail
1236,Busch Gardens,Satisfied,3.2,2.7,3.3,2.7,3.3,"Museums, Zoos & Amusement Parks",VA,110,3.5,54,30,Entertainment
1237,Kansas State University,Very Satisfied,4.3,3.8,3.4,3.6,4.1,Colleges & Universities,KS,110,4.3,95,47,Education
1238,Republic Airways,Dissatisfied,2.1,1.7,2.3,2.3,2.4,Airlines,NJ,110,2.4,26,82,Logistics
1239,Tellabs,OK,3.3,2.7,3.7,2.7,3.7,Telecommunications Manufacturing,IL,110,3.4,59,30,Manufacture
1240,Golden Living,OK,2.7,2.3,2.8,2.6,2.6,Health Care Services & Hospitals,VA,109,2.7,55,22,Health
1241,Brand Institute,Very Satisfied,4.2,4.2,4.3,4.2,4.1,Consulting,FL,109,4.5,86,98,Service
1242,Coca-Cola Bottling Consolidated,OK,3.4,3,3.3,3.2,2.8,Wholesale,SC,109,3.4,86,61,Retail
1243,Northern Illinois University,Satisfied,3.7,3.2,3.3,3.2,3.9,Colleges & Universities,IL,109,3.8,76,12,Education
1244,Ketchum,Satisfied,3.9,3.4,3.3,4,3,Advertising & Marketing,IL,109,3.9,94,41,Advertising
1245,DDB New York,OK,2.7,2.5,2.6,2.5,3.4,Advertising & Marketing,NY,109,2.9,38,41,Advertising
1246,UNDP,Satisfied,3.7,3,3.2,3,3.7,Federal Agencies,NY,109,3.5,75,28,Government
1247,Modell's Sporting Goods,OK,2.7,2.2,1.9,2.3,2.8,Sporting Goods Stores,NY,109,2.6,22,49,Retail
1248,Exel,OK,2.8,2.5,3.3,2.8,2.5,Logistics & Supply Chain,GA,109,2.9,74,39,Logistics
1249,Bluegreen Vacations,OK,2.5,2.4,3.3,2.7,3.1,"Hotels, Motels, & Resorts",NY,109,2.7,55,41,Service
1250,Safety-Kleen,OK,2.4,2,3,2.6,2.8,Advertising & Marketing,SC,109,2.6,14,19,Advertising
1251,Pershing,OK,3,2.8,3.4,2.9,3.4,Financial Transaction Processing,NJ,109,2.9,40,14,Finance
1252,Leukemia & Lymphoma Society,OK,3.2,2.7,3.2,2.7,3,Social Assistance,NY,108,3.1,70,25,Service
1253,Interbrand,OK,2.9,2.7,2.7,2.9,2.4,Advertising & Marketing,NY,108,2.9,46,66,Advertising
1254,U.S. Trust,Satisfied,3.8,3.5,3.5,3.2,4.2,Banks & Credit Unions,TX,108,3.7,89,58,Finance
1255,ServiceLink,Dissatisfied,1.9,1.7,2.4,1.9,2.5,Lending,PA,108,2,18,36,Finance
1256,Foxconn,OK,2.6,2.6,2.7,3,2.6,Electrical & Electronic Manufacturing,CA,108,2.9,14,4,Manufacture
1257,Frontier Airlines,OK,2.7,2.3,2.2,2.5,2.9,Airlines,CO,108,2.6,32,34,Logistics
1258,Wind River,Satisfied,3.7,3.5,4.2,3.6,4.3,Computer Hardware & Software,CA,108,3.9,79,23,IT
1259,News America Marketing,OK,3.2,3.2,3,2.9,3.3,Advertising & Marketing,OK,108,3.2,63,6,Advertising
1260,ServiceMaster,OK,3,2.9,3.2,2.7,3.6,Advertising & Marketing,TN,108,3.3,82,18,Advertising
1261,Kinder Morgan,OK,3.1,2.9,3.6,3.1,3.1,Oil & Gas Services,TX,108,3.3,85,63,Service
1262,Dyson,OK,3.3,2.7,3.4,2.9,3.5,Consumer Products Manufacturing,IL,108,3.4,83,42,Manufacture
1263,Christie's,OK,3.3,2.5,2.3,2.9,2.9,Auctions & Galleries,NY,108,2.9,59,47,Service
1264,Aegis Living,Very Satisfied,4.5,4.3,4.3,4.4,4.3,Health Care Services & Hospitals,NV,108,4.5,96,94,Health
1265,Jive Software,Very Satisfied,4.6,4.2,4.6,4.2,4.2,Enterprise Software & Network Solutions,OR,108,4.6,100,1,IT
1266,Skechers U.S.A.,OK,2.9,2.6,2.8,2.8,3.3,Consumer Products Manufacturing,CA,107,2.8,62,58,Manufacture
1267,Belkin,Dissatisfied,2.3,2.1,2.9,2.4,2.4,Consumer Products Manufacturing,CA,107,2.4,54,61,Manufacture
1268,SMU (Southern Methodist University),Very Satisfied,3.8,3.7,3.4,3.6,4.2,Colleges & Universities,TX,107,4.1,89,64,Education
1269,IAC,Satisfied,3.7,3.3,3.8,3.7,4,Motion Picture Production & Distribution,NY,107,4,69,22,Media
1270,ABM Industries,OK,2.6,2.4,2.6,2.7,2.5,Building & Personnel Services,SC,107,2.8,61,42,Service
1271,Blackhawk Network,OK,3.3,3,3,2.7,3.4,Financial Transaction Processing,CA,106,3.3,68,57,Finance
1272,First American,OK,3,2.5,2.8,2.6,3.4,Insurance Carriers,FL,106,2.9,74,39,Finance
1273,Emirates,OK,3.3,2.7,3.1,3,3,Airlines,NY,106,3,90,51,Logistics
1274,Model N,OK,3.2,2.9,3.2,3,3,Computer Hardware & Software,CA,106,3.2,78,82,IT
1275,Charles River Development,Satisfied,3.1,3.2,3.8,3.1,3.3,Computer Hardware & Software,MA,106,3.5,71,57,IT
1276,Sport Clips,Satisfied,3.8,3.5,3.3,3.3,3.4,"Health, Beauty, & Fitness",UT,106,3.5,87,54,Service
1277,Solo Cup,OK,3.1,2.7,3.4,2.9,3.2,Industrial Manufacturing,IL,106,2.7,53,59,Manufacture
1278,DTE Energy,Satisfied,3.7,3.2,3.7,3.7,3.6,Utilities,MI,106,4,94,58,Utilities
1279,XO Group,OK,3.1,2.7,3.2,2.8,3.7,Internet,NY,106,3,67,21,IT
1280,Amazon Lab126,OK,2.8,2.6,3.3,3,2.9,Computer Hardware & Software,CA,106,3.1,84,21,IT
1281,Huge,OK,3.6,2.7,3.6,3.3,3.4,Internet,NY,106,3.4,56,66,IT
1282,Supplemental Health Care,Satisfied,4,3.8,3.5,3.7,3.9,Health Care Services & Hospitals,GA,106,3.8,92,58,Health
1283,Enova,OK,3.3,2.9,3.5,3.6,3.7,Lending,IL,106,3.3,75,40,Finance
1284,Farmers Insurance Group FCU,OK,2.7,2.3,2.8,2.7,2.8,Banks & Credit Unions,CA,106,2.7,38,14,Finance
1285,Utah State University,Satisfied,3.9,3.6,3.3,3.3,4.3,Colleges & Universities,UT,106,3.9,93,59,Education
1286,Daugherty Business Solutions,Satisfied,3.4,3.1,4.1,3.6,3.7,IT Services,GA,105,3.5,76,73,IT
1287,MRM,OK,3.2,3,2.9,3.1,3.2,Advertising & Marketing,CA,105,3.3,77,10,Advertising
1288,Kimpton Hotels & Restaurants,Satisfied,3.8,3.2,3.5,3.5,3.1,"Hotels, Motels, & Resorts",CA,105,3.7,83,69,Service
1289,University of Louisville,Satisfied,3.5,3.1,3.4,3.2,3.7,Colleges & Universities,KY,105,3.6,82,58,Education
1290,Colonial Life & Accident Insurance Co.,OK,3.1,2.9,2.6,3.2,3.4,Insurance Carriers,FL,105,2.9,79,55,Finance
1291,SRI International,Satisfied,3.4,3,3.4,3.2,4,Research & Development,NY,105,3.7,100,2,Research
1292,Bayer,Satisfied,3.3,2.9,3.4,3,3.6,Biotech & Pharmaceuticals,PA,105,3.5,97,47,Health
1293,Motley Fool,Very Satisfied,4.8,4.4,4.5,4.3,4.6,Internet,VA,105,4.6,94,77,IT
1294,Encana,Satisfied,3.8,3.2,4.5,3.2,4.3,Oil & Gas Exploration & Production,CO,105,3.9,89,23,Manufacture
1295,Publicis,OK,3,2.7,2.7,2.8,3.1,Advertising & Marketing,NY,105,3,82,44,Advertising
1296,Vertex Pharmaceuticals,Satisfied,3.2,2.9,4.3,3.2,3.3,Biotech & Pharmaceuticals,MA,104,3.5,56,37,Health
1297,f.y.e.,Dissatisfied,2.2,2.2,2,2.4,2.5,Media & Entertainment Retail Stores,PA,104,2.2,18,47,Retail
1298,Webroot Software,Dissatisfied,2.3,1.5,3.2,2.1,3.4,Enterprise Software & Network Solutions,CO,104,2.2,13,75,IT
1299,It's Just Lunch,OK,3,3,3.1,3,3.3,Membership Organizations,FL,104,2.9,52,38,Others
1300,Granite Telecommunications,Dissatisfied,2.1,2,2.1,2.1,2.4,"Cable, Internet & Telephone Providers",MA,104,2.1,53,66,IT
1301,THINK Together,OK,3.1,2.4,2.2,2.4,3,K-12 Education,CA,104,2.7,73,55,Education
1302,Pinnacle Airlines,Dissatisfied,2,1.7,2,2.3,2.2,Transportation Management,TN,104,1.9,28,3,Logistics
1303,Luxoft,Satisfied,3.4,3.6,3.5,3.7,3.9,Computer Hardware & Software,NY,103,4,91,43,IT
1304,Nine West,OK,2.8,2.9,3.1,2.9,2.7,Consumer Products Manufacturing,CA,103,3.2,94,34,Manufacture
1305,Travelport,OK,3,2.8,3.1,2.8,3.6,IT Services,GA,103,3.2,59,44,IT
1306,Liberty University,OK,3.7,2.9,2.8,2.8,3.7,Colleges & Universities,VA,103,3.2,84,50,Education
1307,Fairchild Semiconductor,OK,2.6,2.2,3.2,2.5,2.8,Electrical & Electronic Manufacturing,ME,103,2.9,39,62,Manufacture
1308,Toshiba,OK,2.5,2.1,2.9,2.3,3.1,Computer Hardware & Software,CA,103,2.6,27,6,IT
1309,GateHouse Media,Dissatisfied,2.1,1.8,2.2,2.1,2.7,Publishing,AR,103,1.9,23,6,Media
1310,Deb Shops,Dissatisfied,2,2.2,2.2,2.4,2,"Department, Clothing, & Shoe Stores",NY,103,2.2,36,18,Retail
1311,Universal Studios,Satisfied,3.6,3.3,3.6,3.5,3.5,Motion Picture Production & Distribution,FL,102,3.7,90,39,Media
1312,CohnReznick,OK,2.9,3,3.2,3.1,3.1,Accounting,NY,102,3.1,85,23,Accounting
1313,Coyote Logistics,OK,3.7,3.1,3.2,3.1,3,Logistics & Supply Chain,IL,102,3.2,88,81,Logistics
1314,CR England,OK,2.5,2.4,2.4,2.7,2.3,Trucking,UT,102,2.6,50,11,Logistics
1315,QuEST Global,OK,2.7,2.5,2.3,2.6,3.4,Aerospace & Defense,CT,102,2.6,46,20,Manufacture
1316,Pactera,Dissatisfied,2.4,2.3,2.2,2.3,2.7,Accounting,WA,102,2.4,45,27,Accounting
1317,Full Sail University,Satisfied,4,3.4,3.2,3.3,3.9,Colleges & Universities,FL,102,3.8,92,52,Education
1318,Commerzbank,OK,2.7,2.3,2.7,2.5,3.2,Banks & Credit Unions,IL,102,2.7,8,43,Finance
1319,MoneyGram International,Dissatisfied,2.5,2,2.8,2.1,2.9,Financial Transaction Processing,TX,101,2.4,22,53,Finance
1320,New York Sports Club,Dissatisfied,2.4,1.9,2.3,2.3,2.2,Membership Organizations,NY,101,2.3,33,21,Others
1321,TVA,OK,2.6,2.2,3.8,2.7,3.5,Energy,TN,101,3,34,20,Resource
1322,Leslie's Swimming Pool Supplies,OK,2.5,2.3,2.4,3,2.6,Home Centers & Hardware Stores,AZ,101,2.6,41,52,IT
1323,TravelClick,Dissatisfied,2.3,2,2.7,2.2,2.1,Internet,IL,101,2.3,29,74,IT
1324,LA Quinta,OK,3.1,3,2.5,2.7,3,"Hotels, Motels, & Resorts",VA,101,3.2,70,40,Service
1325,State of California Office of Statewide Health Planning,OK,3.2,2.8,3.5,3.3,4,State & Regional Agencies,CA,101,3.3,72,18,Service
1326,Bridgepoint Education,OK,2.4,2.1,3.5,2.5,3.6,Colleges & Universities,CA,101,2.5,17,68,Education
1327,Baylor Health Care System,OK,3.8,3,3.5,3.1,3.5,Health Care Services & Hospitals,TX,101,3.3,91,62,Health
1328,Santander Consumer USA,OK,2.5,2.5,3,2.8,2.6,Lending,TX,101,2.7,56,10,Finance
1329,Pyramid Consulting,Satisfied,3.4,3.3,3.3,3.4,3.7,Computer Hardware & Software,NY,101,3.7,76,44,IT
1330,Embry-Riddle Aeronautical University,Satisfied,3.9,3.2,3.7,3.3,3.8,Colleges & Universities,FL,101,3.9,59,62,Education
1331,Arnold Worldwide,OK,3.5,2.6,3.1,3.1,3.2,Accounting,NY,101,3.2,61,16,Accounting
1332,Children's Hospital of Philadelphia,Satisfied,3.8,3.1,3.3,3.5,3.7,Health Care Services & Hospitals,PA,101,3.8,85,54,Health
1333,Comfort Keepers,OK,3.2,2.6,2.1,2.3,2.8,Health Care Services & Hospitals,OH,101,2.8,38,17,Health
1334,Sterling Infosystems,OK,2.5,2.6,3,2.8,2.5,Computer Hardware & Software,NY,100,2.8,56,69,IT
1335,Ace Cash Express,OK,2.4,2.5,3,2.6,2.5,Banks & Credit Unions,TX,100,3,68,52,Finance
1336,Abbott Nutrition,OK,3.1,2.7,3.8,3.1,3.2,Food & Beverage Manufacturing,OH,100,3.3,78,57,Retail
1337,Casey's General Stores,OK,2.6,2.2,2.3,2.8,2.8,Convenience Stores & Truck Stops,IL,100,2.9,55,40,Retail
1338,Telerx,OK,2.4,2,2.1,2.2,2.6,Staffing & Outsourcing,PA,100,2.5,38,65,Service
1339,Vonage,OK,3,2.5,3.4,2.7,3.3,Telecommunications Services,NJ,100,3,56,54,IT
1340,AvalonBay,Very Satisfied,4.4,3.9,3.8,4,4,Real Estate,VA,100,4.2,99,59,Real Estate
1341,Murphy USA,OK,2.9,2.5,2.9,2.9,2.4,Oil & Gas Services,OK,100,2.8,67,24,Service
1342,Square,Very Satisfied,4.7,4.4,4.2,4.4,4.2,Computer Hardware & Software,CA,100,4.7,98,92,IT
1343,YRC Freight,OK,2.4,2.4,3.3,2.8,2.4,Trucking,AZ,100,2.7,48,53,Logistics
1344,Regeneron Pharmaceuticals,Satisfied,3.8,3.5,3.8,3.4,3.7,Biotech & Pharmaceuticals,NY,100,3.9,95,75,Health
1345,White Lodging,OK,2.8,2.5,2.8,3.2,2.1,"Hotels, Motels, & Resorts",WY,100,2.7,62,58,Service
1346,NASA Ames Research Center,Satisfied,3.9,3.8,3.3,3.5,4.2,Federal Agencies,CA,100,3.9,96,38,Government
1347,Cars.com,Satisfied,3.8,3.4,3.5,3.6,4.2,News Outlet,IL,100,3.6,99,79,Media
1348,The Fund for the Public Interest,Dissatisfied,2.8,2.3,1.9,2.3,1.8,Health Fundraising Organizations,CA,100,2.1,22,28,Health
1349,Defender Direct,OK,3.4,3,3.6,3.3,3,Security Services,IL,100,3.2,64,49,Finance
1350,OpenLink Financial,Dissatisfied,2.1,1.9,2.4,2.1,2.7,Enterprise Software & Network Solutions,OK,100,2.3,34,44,IT
1351,Capella University,OK,3.5,2.9,3.3,2.9,3.9,Education Training Services,MN,100,3.4,73,39,Education
1352,Charles River Laboratories,OK,2.8,2.4,3.3,2.6,3.1,Biotech & Pharmaceuticals,PA,99,2.8,56,60,Health
1353,LegalZoom.com,Dissatisfied,2.3,2,2.4,2.3,2.4,Accounting,TX,99,2.4,55,40,Accounting
1354,Acision,OK,3,2.2,3.5,2.3,3.1,Computer Hardware & Software,VA,99,2.6,47,23,IT
1355,Avnet,OK,3,2.7,3.1,3.1,3.4,Wholesale,AZ,99,3.1,62,35,Retail
1356,The Standard,OK,2.9,2.3,3.2,2.4,2.9,Insurance Carriers,OR,99,2.5,32,54,Finance
1357,Itron,Dissatisfied,2.3,2.1,3,2.8,3,Utilities,MN,99,2.4,31,43,Utilities
1358,Moorehead Communications,OK,2.9,2.2,2.6,2.5,2.2,Other Retail Stores,IL,99,2.5,53,64,Retail
1359,Cessna,OK,2.8,2.4,3.1,3.1,3.6,Aerospace & Defense,KS,99,3.2,46,34,Manufacture
1360,Fusion-io,Satisfied,3.8,3.4,4.3,3.7,4.1,Computer Hardware & Software,UT,99,4,80,71,IT
1361,Toyota Financial Services,OK,3.6,3,3.6,2.9,3.4,Lending,CA,99,3.3,86,32,Finance
1362,Intralinks,OK,2.8,2.8,3.4,2.8,2.9,Enterprise Software & Network Solutions,MA,99,3,75,48,IT
1363,Volusion,OK,3.7,2.8,3.1,3.2,3.4,Computer Hardware & Software,TX,99,3.2,65,75,IT
1364,InsideSales.Com,OK,3.2,2.7,2.7,3.3,3,Enterprise Software & Network Solutions,UT,99,3.1,53,76,IT
1365,Veterans United Home Loans,Very Satisfied,4.7,3.8,4.1,3.6,4.3,Lending,MO,99,4.1,94,85,Finance
1366,Brickman,OK,2.4,2.2,2.6,2.6,2.4,Building & Personnel Services,IL,99,2.5,34,32,Service
1367,TeleCommunication Systems,Dissatisfied,2,1.8,2.7,2.3,2.6,"Cable, Internet & Telephone Providers",WA,99,2.3,12,55,IT
1368,Experian Marketing Services,OK,2.7,2.1,3.2,2.6,3,Advertising & Marketing,IL,99,2.7,34,10,Advertising
1369,Dtcc,OK,3,2.7,3.3,2.7,3.3,Brokerage Services,NY,99,3,82,32,Service
